cluster_key,state,cluster_size,mp_count,constituency_count,vendor_count,sanction_amount,sample_work_ids,sample_description,recommended_evidence
madhya pradesh_185000.0_constructionofboundarywal,madhya pradesh,2,1,1,0,185000.0,31191; 31197,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_159000.0_constructionofboundarywal,madhya pradesh,2,1,1,0,159000.0,31194; 31208,Construction of boundary walls of existing public and community buildings,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1532000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,1532000.0,33309; 84157,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1496000.0_constructionofcommunityce,uttar pradesh,2,2,2,2,1496000.0,33314; 90383,Construction of community centers and community halls,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_696000.0_providingdrainsandgutters,bihar,2,2,2,2,696000.0,33338; 98864,Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_699000.0_constructionofroadslinkro,madhya pradesh,2,2,2,2,699000.0,34555; 161424,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_1000000.0_constructionofroomsandhal,bihar,2,2,2,1,1000000.0,35262; 259751,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_2459000.0_constructionofroadslinkro,tamil nadu,2,1,1,1,2459000.0,37910; 37912,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
karnataka_491000.0_providingdrainsandgutters,karnataka,2,1,1,2,491000.0,38615; 38617,Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_448000.0_constructionofbuildingsfo,bihar,2,1,1,2,448000.0,43923; 43934,Construction of buildings for community cultural activities,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_387000.0_constructionofroadslinkro,bihar,2,2,2,2,387000.0,43937; 57732,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_398000.0_installingtubewellsandbor,jharkhand,2,1,1,1,398000.0,45781; 45785,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
jharkhand_346000.0_installingtubewellsandbor,jharkhand,2,1,1,1,346000.0,45787; 45791,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
himachal pradesh_300000.0_lightingofpublicspaces,himachal pradesh,2,2,2,2,300000.0,45809; 220333,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
himachal pradesh_100000.0_constructionofadditionalr,himachal pradesh,2,2,1,2,100000.0,45887; 216547,Construction of additional rooms and halls in the existing public and community building,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_2000000.0_constructionofculvertsand,uttar pradesh,2,2,2,2,2000000.0,48120; 247314,Construction of culverts and bridges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_2500000.0_constructionofadditionalr,uttar pradesh,2,1,1,2,2500000.0,48507; 48508,Construction of additional rooms and halls in the existing public and community building,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_500000.0_installingcommunitydrinki,uttar pradesh,2,1,1,2,500000.0,48516; 164999,Installing community drinking water plants,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_999000.0_constructionofculvertsand,uttar pradesh,2,1,1,2,999000.0,48563; 165026,Construction of culverts and bridges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_100000.0_improvementofelectricityd,uttar pradesh,2,2,1,1,100000.0,49042; 90048,Improvement of electricity distribution infrastructure,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_964000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,964000.0,49053; 120876,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_699000.0_lightingofpublicspaces,uttar pradesh,2,1,1,1,699000.0,49060; 49061,Lighting of public spaces,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
nagaland_2500000.0_constructionofroadslinkro,nagaland,2,2,2,2,2500000.0,56788; 5890,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
nagaland_1000000.0_constructionofroadslinkro,nagaland,2,2,2,2,1000000.0,56829; 193458,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_1393000.0_constructionofroadslinkro,bihar,2,1,1,1,1393000.0,59037; 59040,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_1336000.0_constructionofroadslinkro,bihar,2,1,1,1,1336000.0,59043; 59044,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_796000.0_constructionofgovernmento,uttar pradesh,2,1,1,1,796000.0,60000; 60001,"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1163000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,1163000.0,61324; 252746,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttarakhand_1800000.0_constructionofroomsandhal,uttarakhand,2,2,1,2,1800000.0,61956; 203889,Construction of rooms and halls in school and colleges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_3500000.0_constructionofwatertanks,tamil nadu,2,2,2,2,3500000.0,64502; 239374,Construction of water tanks,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_3500000.0_constructionofpubliclibra,tamil nadu,2,2,2,1,3500000.0,64503; 201209,Construction of public libraries and reading rooms,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1199000.0_providingdrainsandgutters,uttar pradesh,2,2,2,2,1199000.0,64707; 59681,Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1997000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,1997000.0,64710; 226482,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
odisha_500000.0_purchasebooksforlibrary,odisha,2,2,2,1,500000.0,75782; 61491,Purchase Books for Library,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_655000.0_purchaseoffurnitureandfix,tamil nadu,2,1,1,1,655000.0,77750; 77780,Purchase of furniture and fixtures for educational purposes,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
tamil nadu_562000.0_purchaseoffurnitureandfix,tamil nadu,2,1,1,1,562000.0,77787; 77788,Purchase of furniture and fixtures for educational purposes,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_1370000.0_constructionofroadslinkro,uttar pradesh,2,2,2,2,1370000.0,79425; 247224,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_4000000.0_constructionofrainwaterha,uttar pradesh,2,1,1,2,4000000.0,81749; 218809,Construction of rainwater harvesting structures,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
uttar pradesh_4000000.0_constructionofculvertsand,uttar pradesh,2,1,1,2,4000000.0,81752; 218812,Construction of culverts and bridges,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
bihar_574000.0_constructionofroadslinkro,bihar,2,2,2,2,574000.0,82731; 140389,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_358000.0_installingtubewellsandbor,madhya pradesh,2,1,1,1,358000.0,84187; 84191,Installing tube-wells and borewells,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_888000.0_constructionofroadslinkro,kerala,2,2,1,2,888000.0,90217; 157377,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
kerala_1500000.0_developmentofplayfieldsan,kerala,2,2,2,2,1500000.0,90218; 313640,Development of playfields and sports grounds,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_750000.0_constructionofcommonworks,madhya pradesh,2,2,2,2,750000.0,90285; 8374,Construction of common work sheds/ common covered sitting area,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_1700000.0_constructionofroadslinkro,madhya pradesh,2,2,1,2,1700000.0,90507; 273230,"Construction of roads, link roads, pathways or any other road with or without drainage system","Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
madhya pradesh_1500000.0_providingdrainsandgutters,madhya pradesh,2,1,1,1,1500000.0,90535; 283916,Providing drains and gutters for public drainage,"Measurement Book, Geo-tagged site photographs, Physical Site Verification Report, Detailed Project Report"
